"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"PGAM1.18",3.58319439909095e-22,-0.331148609471023,0.047,0.247,6.62496812447926e-18,"24","PGAM1"
"AURKAIP1.13",4.19855903276772e-22,-0.269745070601185,0.026,0.219,7.76271579568423e-18,"24","AURKAIP1"
"DNAJA1.16",4.41268782848037e-22,-0.295783002413609,0.035,0.232,8.15861852607735e-18,"24","DNAJA1"
"NDUFAB1.19",5.12107465559955e-22,-0.327669711952293,0.049,0.249,9.468354930738e-18,"24","NDUFAB1"
"LY6E.14",5.34190067486724e-22,-0.297800843598244,0.098,0.308,9.87664015776205e-18,"24","LY6E"
"PSMA3.13",6.00049225692887e-22,-0.282877457828488,0.035,0.231,1.10943101338358e-17,"24","PSMA3"
"GUK1.13",6.76503632206574e-22,-0.265458083611988,0.059,0.26,1.25078756558673e-17,"24","GUK1"
"CALM3.12",7.04199431256797e-22,-0.251914438104906,0.033,0.227,1.30199432845069e-17,"24","CALM3"
"YWHAE.14",7.20022608457716e-22,-0.27636886428707,0.026,0.217,1.33124980077747e-17,"24","YWHAE"
"EIF1AX.12",9.76226350856663e-22,-0.288199473738283,0.016,0.203,1.80494490009888e-17,"24","EIF1AX"
"SF3B14.13",1.08944562648883e-21,-0.267093496804443,0.037,0.232,2.01427601881519e-17,"24","SF3B14"
"LTA.19",1.16303405787892e-21,-0.382321297316317,0.037,0.232,2.15033366961233e-17,"24","LTA"
"NDUFA6.13",1.18853375852379e-21,-0.257874433957002,0.03,0.222,2.19748006613463e-17,"24","NDUFA6"
"FCER1G.20",1.58833896865549e-21,-0.506062605291879,0.073,0.273,2.93667991914713e-17,"24","FCER1G"
"FAM96B.13",1.84584787266069e-21,-0.277396661880736,0.026,0.214,3.41278813176236e-17,"24","FAM96B"
"ABCF1.12",1.93330589827204e-21,-0.253187720957628,0.014,0.198,3.57448927531518e-17,"24","ABCF1"
"MRPL51.13",2.21010377933772e-21,-0.2646691442514,0.028,0.217,4.08626087761751e-17,"24","MRPL51"
"GNLY.17",2.45938303598762e-21,-0.438655452143679,0.061,0.26,4.54715329523751e-17,"24","GNLY"
"WDR43.14",2.63443401110115e-21,-0.285672700307222,0.005,0.183,4.87080504312493e-17,"24","WDR43"
"TCEB1.15",2.9942860881001e-21,-0.285151396209328,0.03,0.22,5.53613554828828e-17,"24","TCEB1"
"CACYBP.8",3.07579644249373e-21,-0.264223712618791,0.012,0.193,5.68684004252666e-17,"24","CACYBP"
"TYMP.16",5.2946053251024e-21,-0.284672115125908,0.059,0.253,9.78919578558183e-17,"24","TYMP"
"ENY2.13",6.95815113374804e-21,-0.260559306021418,0.04,0.229,1.28649256311867e-16,"24","ENY2"
"SLC25A3.13",8.31074213100686e-21,-0.269749018162908,0.054,0.247,1.53657311260186e-16,"24","SLC25A3"
"LSM5.14",8.82069819807898e-21,-0.298187134356042,0.047,0.237,1.63085888984282e-16,"24","LSM5"
"S100A8.21",8.8357800305547e-21,-0.785992744938248,0.124,0.325,1.63364736984926e-16,"24","S100A8"
"NDUFV2.16",1.04823977941589e-20,-0.30571920815177,0.066,0.26,1.93809052816203e-16,"24","NDUFV2"
"MRPS21.12",1.21733386089126e-20,-0.255965124948811,0.049,0.24,2.25072857540184e-16,"24","MRPS21"
"DEK.9",1.34980418749624e-20,-0.252289583580963,0.014,0.192,2.4956529622618e-16,"24","DEK"
"NUDC.10",1.38347346923272e-20,-0.257777302003637,0.019,0.198,2.55790409726437e-16,"24","NUDC"
"MANF.13",1.38784084649086e-20,-0.26121991315023,0.021,0.202,2.56597894107694e-16,"24","MANF"
"ATP6V0B.14",1.51265272857362e-20,-0.261323686856305,0.044,0.232,2.79674362985976e-16,"24","ATP6V0B"
"MRPL41.13",1.8129210669487e-20,-0.275873758354297,0.037,0.223,3.35190976068146e-16,"24","MRPL41"
"PGK1.13",2.04774714564832e-20,-0.267539183238267,0.056,0.246,3.78607969758919e-16,"24","PGK1"
"MRPL33.13",2.33856420372384e-20,-0.250994873662196,0.042,0.229,4.32377135626501e-16,"24","MRPL33"
"FBL.13",2.83015390115745e-20,-0.268844570670207,0.047,0.234,5.23267154785e-16,"24","FBL"
"PPA1.20",3.50226100433815e-20,-0.362316895820879,0.059,0.247,6.47533037092081e-16,"24","PPA1"
"HNRNPAB.18",6.54414028811674e-20,-0.312093430416575,0.028,0.206,1.2099460978699e-15,"24","HNRNPAB"
"POLR2I.12",8.58439996150357e-20,-0.255566587321735,0.033,0.212,1.58716970888239e-15,"24","POLR2I"
"TIMM13.17",9.58536984083888e-20,-0.315652374736614,0.056,0.241,1.7722390298727e-15,"24","TIMM13"
"PSMA5.13",1.08435938933395e-19,-0.271860650035377,0.047,0.229,2.00487207493953e-15,"24","PSMA5"
"PSAP.12",1.1923646549195e-19,-0.266253263463901,0.044,0.226,2.20456301048066e-15,"24","PSAP"
"LGALS1.18",1.39143977781274e-19,-0.403039610032303,0.047,0.228,2.57263300519798e-15,"24","LGALS1"
"PSMB2.12",1.64777952900561e-19,-0.250334788089939,0.028,0.203,3.04657957117848e-15,"24","PSMB2"
"CTSS.14",2.74497431538146e-19,-0.285479776542597,0.019,0.189,5.07518301170878e-15,"24","CTSS"
"PRMT1.14",2.99866489814799e-19,-0.279748975288368,0.04,0.217,5.54423153018581e-15,"24","PRMT1"
"ATOX1.13",3.17972384245764e-19,-0.256693545127882,0.035,0.21,5.87899141231994e-15,"24","ATOX1"
"IFNG.21",8.82206138144916e-19,-0.725414524622067,0.141,0.332,1.63111092881614e-14,"24","IFNG"
"SDF2L1.12",1.22015051070509e-18,-0.255854515340738,0.037,0.21,2.25593627924264e-14,"24","SDF2L1"
"PDCD5.13",1.29909092959406e-18,-0.267926493239547,0.028,0.197,2.40188921972646e-14,"24","PDCD5"
"MT1X.17",1.47858897469505e-18,-0.304996316329066,0.03,0.2,2.73376315531367e-14,"24","MT1X"
"SRM.18",1.5579770117389e-18,-0.317551352795216,0.047,0.22,2.88054369700405e-14,"24","SRM"
"NME1.20",1.87421098161123e-18,-0.385733623478444,0.063,0.24,3.465228683901e-14,"24","NME1"
"IL8.20",2.22511702321597e-18,-0.588673584903827,0.075,0.256,4.11401886422401e-14,"24","IL8"
"EIF5AL1.19",2.29004491412711e-18,-0.323833110399671,0.014,0.175,4.23406404172961e-14,"24","EIF5AL1"
"TIMP1.16",2.64369058450401e-18,-0.323347452131823,0.028,0.194,4.88791952168946e-14,"24","TIMP1"
"S100A9.21",3.41644280971367e-18,-0.686275035994811,0.075,0.252,6.3166611108796e-14,"24","S100A9"
"HLA-DPA1.17",5.03204103888265e-18,-0.306733238339552,0.042,0.211,9.30374067679014e-14,"24","HLA-DPA1"
"RPL22L1.17",1.1283065670852e-17,-0.307712557241839,0.044,0.211,2.08612601188383e-13,"24","RPL22L1"
"TXNDC17.13",1.91915613905405e-17,-0.254373776226662,0.042,0.207,3.54832778549704e-13,"24","TXNDC17"
"PHB.13",3.98395759867263e-17,-0.256089128550175,0.04,0.201,7.36593920418582e-13,"24","PHB"
"MIR155HG.20",1.00405462494699e-16,-0.344881120821748,0.049,0.21,1.85639659606449e-12,"24","MIR155HG"
"HLA-DPB1.13",4.91131123052767e-16,-0.270669359513105,0.044,0.199,9.08052333412262e-12,"24","HLA-DPB1"
"LYZ.20",8.50939505458628e-16,-0.54111071101124,0.052,0.206,1.57330205164246e-11,"24","LYZ"
"CCL2.21",1.22437922485819e-15,-0.579157151581351,0.077,0.238,2.26375474884031e-11,"24","CCL2"
"DUT.13",1.42041361774055e-15,-0.271071981506565,0.033,0.18,2.6262027378405e-11,"24","DUT"
"TNFRSF4.11",8.99646984472506e-13,-0.2589733624284,0.023,0.144,1.66335730959122e-08,"24","TNFRSF4"
"RPL39L.15",1.06632643685474e-12,-0.32380651034109,0.016,0.132,1.97153094910073e-08,"24","RPL39L"
"CXCL1.17",1.18961670332638e-09,-0.356149993591279,0.049,0.155,2.19948232278014e-05,"24","CXCL1"
"IL1B.18",3.57926021272962e-09,-0.413927572366603,0.059,0.162,6.6176942073158e-05,"24","IL1B"
"RPS19.20",1.73977118046107e-99,-0.894521542157349,0.617,0.871,3.21666293555448e-95,"25","RPS19"
"B2M.19",3.31467047245947e-99,-0.875083953376112,0.792,0.931,6.12849423653031e-95,"25","B2M"
"TMSB4X.18",4.86804958912668e-97,-0.885073364717321,0.761,0.915,9.00053688533631e-93,"25","TMSB4X"
"RPL41.21",1.84923937459397e-96,-0.992220280015182,0.619,0.863,3.4190586796868e-92,"25","RPL41"
"RPLP1.22",2.78034502534599e-95,-0.971629592966704,0.579,0.861,5.14057991736219e-91,"25","RPLP1"
"RPS14.17",1.94783080212156e-93,-0.828728184650156,0.551,0.85,3.60134437004255e-89,"25","RPS14"
"RPL28.21",5.84146377702913e-93,-0.886028484208499,0.363,0.776,1.08002823773492e-88,"25","RPL28"
"RPS27.18",1.52538089597507e-92,-0.880892090836109,0.777,0.92,2.8202767385683e-88,"25","RPS27"
"RPL39.19",2.26697047543709e-92,-0.901063452145679,0.373,0.782,4.19140171203563e-88,"25","RPL39"
"RPLP2.20",6.2548542941716e-92,-0.882355297612196,0.472,0.818,1.15646001044939e-87,"25","RPLP2"
"PTMA.20",1.42861001270104e-91,-0.98575745876061,0.368,0.771,2.64135705248296e-87,"25","PTMA"
"RPS18.21",7.07099109814803e-91,-0.975660162927753,0.645,0.878,1.30735554413659e-86,"25","RPS18"
"RPL13A.20",1.07240628393625e-89,-0.892469550924377,0.528,0.829,1.98277197836973e-85,"25","RPL13A"
"RPS29.19",2.01727849113897e-89,-0.916607534945637,0.685,0.881,3.72974620226684e-85,"25","RPS29"
"RPS15A.17",2.26646845780027e-89,-0.817053816971609,0.424,0.789,4.19047353162692e-85,"25","RPS15A"
"RPL13.17",1.29942713832785e-88,-0.868955222753634,0.571,0.839,2.40251083605436e-84,"25","RPL13"
"RPL21.17",4.43521055412594e-88,-0.885348399898002,0.635,0.857,8.20026079352345e-84,"25","RPL21"
"RPS28.18",1.10798380225829e-87,-0.873703916343031,0.513,0.819,2.04855125199535e-83,"25","RPS28"
"RPL36.19",1.69520774501102e-87,-0.84937568631155,0.495,0.819,3.13426959975087e-83,"25","RPL36"
"RPL10.18",4.34557699892045e-87,-0.85978319135359,0.627,0.853,8.03453731330403e-83,"25","RPL10"
"RPL23A.18",7.47653461190715e-87,-0.844382732077742,0.393,0.772,1.38233648439551e-82,"25","RPL23A"
"RPS27A.18",1.24485178916451e-86,-0.841826354689441,0.508,0.81,2.30160647298627e-82,"25","RPS27A"
"RPS3.19",1.92651884149994e-86,-0.801568538214892,0.431,0.795,3.56194068604924e-82,"25","RPS3"
"RPL34.18",2.38891424967659e-86,-0.851662737182128,0.609,0.851,4.41686355622704e-82,"25","RPL34"
"RPL31.17",8.26308382456219e-86,-0.760290840839598,0.393,0.777,1.5277615683233e-81,"25","RPL31"
"RPL26.20",1.34984109563725e-85,-0.894455133439259,0.401,0.766,2.49572120172371e-81,"25","RPL26"
"RPS25.18",2.4430113176857e-85,-0.82108518360746,0.348,0.755,4.5168836252691e-81,"25","RPS25"
"RPL27A.21",2.7582956752107e-85,-0.849174455484053,0.426,0.783,5.09981287389705e-81,"25","RPL27A"
"RPL18A.20",3.93094666178577e-85,-0.894637669936003,0.574,0.833,7.26792728297572e-81,"25","RPL18A"
"RPS23.20",8.76251939035184e-85,-0.885120090744971,0.454,0.789,1.62010221008215e-80,"25","RPS23"
"ACTB.21",9.52428817037708e-85,-0.940360153291814,0.383,0.761,1.76094563982102e-80,"25","ACTB"
"RPS3A.19",1.72921185980109e-84,-0.808623025147686,0.322,0.743,3.19713980758624e-80,"25","RPS3A"
"RPS6.20",5.47700407837674e-84,-0.858300843422383,0.48,0.802,1.01264328405107e-79,"25","RPS6"
"RPS15.20",7.08396968507135e-84,-0.845061397852956,0.518,0.813,1.30975515507284e-79,"25","RPS15"
"RPS12.21",1.42311867802268e-83,-0.911702596717128,0.52,0.8,2.63120412379613e-79,"25","RPS12"
"RPS13.19",2.7767953245972e-82,-0.852775082346186,0.419,0.769,5.13401687564777e-78,"25","RPS13"
"RPL32.17",4.5845094103805e-82,-0.853296831270164,0.607,0.842,8.47629944885251e-78,"25","RPL32"
"RPL37.21",1.1056904751159e-81,-0.841715965305359,0.409,0.767,2.04431111944178e-77,"25","RPL37"
"RPS2.21",1.13362626053053e-81,-0.94747414812634,0.485,0.797,2.09596159309489e-77,"25","RPS2"
"RPS8.20",1.51721422567208e-81,-0.937176126196269,0.424,0.772,2.80517738184512e-77,"25","RPS8"
"TMSB10.20",6.19316954286063e-81,-0.86577743669566,0.528,0.812,1.1450551167795e-76,"25","TMSB10"
"EEF1A1.19",7.3845444452478e-81,-0.823934491149299,0.472,0.787,1.36532842248187e-76,"25","EEF1A1"
"RPS9.18",1.77437902371336e-80,-0.788347312186848,0.345,0.739,3.28064937694363e-76,"25","RPS9"
"RPL11.18",4.42496657345822e-80,-0.800417312284918,0.464,0.789,8.18132069766691e-76,"25","RPL11"
"RPL7.19",6.91483356400814e-80,-0.820205994963594,0.398,0.763,1.27848357764946e-75,"25","RPL7"
"RPS20.19",8.57393978755257e-80,-0.785238672819435,0.277,0.707,1.58523572732059e-75,"25","RPS20"
"RPL35.22",1.53349700224518e-79,-0.853547219637238,0.47,0.787,2.83528260745111e-75,"25","RPL35"
"RPL35A.18",1.78934307089962e-79,-0.790429919380237,0.452,0.78,3.30831640378631e-75,"25","RPL35A"
"RPL3.17",4.21641052767352e-79,-0.737215461037281,0.378,0.755,7.79572142461558e-75,"25","RPL3"
"RPL37A.23",1.50714134310894e-78,-0.937403463565153,0.48,0.789,2.78655362927411e-74,"25","RPL37A"
"RPL12.19",2.37018938818358e-78,-0.83216132742182,0.343,0.728,4.38224315981263e-74,"25","RPL12"
"RPL17.22",2.48756449731297e-77,-0.860255574232588,0.195,0.653,4.59925799908195e-73,"25","RPL17"
"RPS21.21",2.99904313684943e-77,-0.862383918970193,0.236,0.679,5.54493085572092e-73,"25","RPS21"
"RPL15.20",9.37054719848286e-77,-0.822974120655546,0.381,0.741,1.7325204715275e-72,"25","RPL15"
"FAU.19",2.04079884393582e-76,-0.779354209562596,0.307,0.704,3.77323298255295e-72,"25","FAU"
"RPL19.20",2.48361112877066e-76,-0.795211381993877,0.482,0.782,4.59194861598406e-72,"25","RPL19"
"HLA-B.22",2.5783801622922e-76,-0.693585164558756,0.259,0.683,4.76716708206204e-72,"25","HLA-B"
"NBEAL1.18",5.37162969266997e-76,-0.809298638462484,0.147,0.617,9.9316061387775e-72,"25","NBEAL1"
"RPL18.19",4.66880703760327e-75,-0.759831167336184,0.292,0.699,8.63215733182468e-71,"25","RPL18"
"RPL38.17",5.65361762673893e-75,-0.744391561702796,0.294,0.708,1.04529736300776e-70,"25","RPL38"
"RPL30.17",3.71324720584264e-74,-0.713656264731827,0.355,0.728,6.86542275888245e-70,"25","RPL30"
"RPS24.20",6.65675660108114e-74,-0.833223963002729,0.33,0.72,1.23076772797389e-69,"25","RPS24"
"RPL9.19",8.78272886890572e-74,-0.776770727307803,0.282,0.687,1.62383874057198e-69,"25","RPL9"
"TPT1.17",1.64849540000543e-73,-0.65655087199006,0.241,0.664,3.04790314507004e-69,"25","TPT1"
"RPS16.19",2.93357261472187e-73,-0.832479939177329,0.371,0.722,5.42388240735926e-69,"25","RPS16"
"RPS4X.18",3.26628059375452e-72,-0.767294121765319,0.475,0.765,6.03902618979273e-68,"25","RPS4X"
"RPL27.19",1.00306273463759e-71,-0.795608472724371,0.264,0.675,1.85456269007145e-67,"25","RPL27"
"UBA52.17",1.37410728873034e-71,-0.702527358387975,0.272,0.677,2.54058696613352e-67,"25","UBA52"
"RPL14.21",3.94471930880407e-71,-0.770893355217743,0.302,0.695,7.29339153004784e-67,"25","RPL14"
"RPS7.19",7.81919968136705e-70,-0.787035089485972,0.282,0.679,1.44569182908795e-65,"25","RPS7"
"RPL36A.19",1.58488376419451e-69,-0.8433884978986,0.241,0.653,2.93029159161923e-65,"25","RPL36A"
"HLA-C.19",1.91950096169943e-69,-0.605408532286132,0.165,0.611,3.54896532808609e-65,"25","HLA-C"
"RPL10A.20",2.51697628392244e-69,-0.747839411473769,0.259,0.669,4.65363745134419e-65,"25","RPL10A"
"RPL29.20",5.77966172137286e-69,-0.776529537259834,0.312,0.699,1.06860165566463e-64,"25","RPL29"
"RPL6.20",5.92132215497835e-69,-0.790351046019767,0.284,0.675,1.09479325323395e-64,"25","RPL6"
"FTH1.22",1.71611684776595e-68,-1.05270294129956,0.591,0.828,3.17292843983447e-64,"25","FTH1"
"RPL8.19",2.69216270489879e-68,-0.736456834930852,0.381,0.731,4.97753962508738e-64,"25","RPL8"
"RPLP0.19",4.94293958626481e-68,-0.8050650244825,0.256,0.658,9.13900100104501e-64,"25","RPLP0"
"PFN1.21",2.13241561736026e-67,-0.772997337268485,0.259,0.658,3.94262323493738e-63,"25","PFN1"
"RPS10.17",5.77438129544196e-67,-0.744345409632563,0.162,0.595,1.06762535771426e-62,"25","RPS10"
"RPS26.19",4.10960405850772e-64,-0.845686070727635,0.279,0.653,7.59824694377493e-60,"25","RPS26"
"RPS5.20",4.28344707950606e-63,-0.799537535890109,0.373,0.708,7.91966530529875e-59,"25","RPS5"
"RPS11.19",6.30020780285924e-63,-0.716769913908707,0.259,0.642,1.16484542067065e-58,"25","RPS11"
"PFDN5.18",6.77112766422003e-63,-0.521257113381103,0.206,0.619,1.25191379383764e-58,"25","PFDN5"
"RPL22.18",2.16335091885149e-62,-0.6844016417902,0.221,0.617,3.99981951386452e-58,"25","RPL22"
"SERF2.22",5.01823229019035e-62,-0.64376210967723,0.226,0.619,9.27820968133294e-58,"25","SERF2"
"ATP5E.22",2.11147856510789e-61,-0.674472358754641,0.241,0.625,3.90391271902798e-57,"25","ATP5E"
"FTL.21",5.42221324938594e-61,-1.07050739983915,0.505,0.781,1.00251300767897e-56,"25","FTL"
"EIF1.20",7.86541857055373e-60,-0.645992873998061,0.226,0.614,1.45423723950968e-55,"25","EIF1"
"HLA-A.19",9.68707646645784e-59,-0.588914857672401,0.272,0.634,1.79104356788339e-54,"25","HLA-A"
"COX7C.18",1.15634164010789e-58,-0.613518724326261,0.135,0.543,2.13796005839548e-54,"25","COX7C"
"COX4I1.16",2.11371334254939e-58,-0.536022899654466,0.129,0.536,3.90804459903957e-54,"25","COX4I1"
"MT-CO2.21",5.30151657678922e-58,-0.609406074943603,0.477,0.78,9.80197399882559e-54,"25","MT-CO2"
"TMA7.18",5.35628300484674e-58,-0.64713512167185,0.231,0.614,9.90323164766113e-54,"25","TMA7"
"RPL23.19",2.50052088721193e-57,-0.725824567816781,0.251,0.619,4.62321306836614e-53,"25","RPL23"
"MT-ND3.18",1.2362523958406e-56,-0.482803730977629,0.345,0.723,2.28570705466969e-52,"25","MT-ND3"
"MT-ND4.21",2.74679026071637e-56,-0.588886007712625,0.32,0.683,5.07854051303851e-52,"25","MT-ND4"
"MT-CO1.22",3.2455682692222e-56,-0.552517867558728,0.409,0.753,6.00073117296492e-52,"25","MT-CO1"
"CD74.22",7.47699675416903e-56,-0.668973887802637,0.135,0.528,1.38242192987831e-51,"25","CD74"
"RPL7A.19",2.11132973541399e-54,-0.696108103231315,0.231,0.598,3.90363754780693e-50,"25","RPL7A"
"RPL5.18",5.30747628854884e-54,-0.719987001669099,0.269,0.613,9.81299290989795e-50,"25","RPL5"
"RPSA.19",2.16758085891222e-53,-0.678493640738429,0.185,0.552,4.0076402500428e-49,"25","RPSA"
"GNB2L1.18",2.87602696481485e-53,-0.661661357692343,0.264,0.612,5.31748625524617e-49,"25","GNB2L1"
"ATP5L.19",2.55135415016031e-52,-0.568465404100242,0.152,0.528,4.71719868823139e-48,"25","ATP5L"
"MYL6.22",1.27267194641397e-51,-0.606235342027752,0.226,0.58,2.35304316172478e-47,"25","MYL6"
"UQCRB.16",1.27414432366545e-51,-0.471381555829609,0.122,0.507,2.35576544002504e-47,"25","UQCRB"
"CYBA.20",4.38542586227386e-51,-0.571235753672751,0.155,0.526,8.10821387675815e-47,"25","CYBA"
"PPIA.20",1.63775840029873e-50,-0.632278520161211,0.137,0.507,3.02805150631232e-46,"25","PPIA"
"MT-CO3.20",2.65692027583466e-50,-0.484271080194903,0.457,0.766,4.9123798979907e-46,"25","MT-CO3"
"RPSAP58.19",1.03767205633183e-49,-0.650194208059054,0.071,0.447,1.91855186495193e-45,"25","RPSAP58"
"RPL36AL.17",1.56080083770952e-49,-0.529618416324497,0.178,0.539,2.88576466884113e-45,"25","RPL36AL"
"EEF1D.17",2.79889683430677e-49,-0.471646180936592,0.145,0.516,5.17488035694979e-45,"25","EEF1D"
"RPL4.18",4.39634672836533e-49,-0.593480566714989,0.208,0.566,8.12840546607465e-45,"25","RPL4"
"HSP90AB1.22",2.11788603051708e-48,-0.831731058066417,0.15,0.514,3.91575948182303e-44,"25","HSP90AB1"
"CFL1.22",2.88143815927155e-48,-0.584694926671813,0.152,0.511,5.32749101267717e-44,"25","CFL1"
"NPM1.20",5.49242138889538e-48,-0.759226013714407,0.259,0.593,1.01549379059287e-43,"25","NPM1"
"MT-ATP6.22",9.19037118994023e-48,-0.490260778281077,0.297,0.659,1.69920772930805e-43,"25","MT-ATP6"
"PABPC1.16",3.4592920712444e-47,-0.462737938804728,0.122,0.486,6.39588511052378e-43,"25","PABPC1"
"MIF.21",6.73123664262104e-47,-0.794873145147471,0.127,0.485,1.2445383428542e-42,"25","MIF"
"YBX1.21",1.01570860292555e-46,-0.70998767421185,0.114,0.473,1.87794363594905e-42,"25","YBX1"
"GAPDH.23",1.62973247265991e-46,-0.809790907011354,0.254,0.585,3.0132123687009e-42,"25","GAPDH"
"NACA.18",2.22231609224463e-46,-0.6116872063889,0.249,0.573,4.1088402229511e-42,"25","NACA"
"ATP5G2.16",4.39479764615986e-46,-0.458467895256232,0.071,0.432,8.12554136798497e-42,"25","ATP5G2"
"TOMM7.15",9.22779216091461e-46,-0.448650813116297,0.107,0.47,1.7061264926315e-41,"25","TOMM7"
"IFITM1.19",1.12128792887636e-45,-0.495458285761687,0.074,0.433,2.07314925169951e-41,"25","IFITM1"
"BTF3.17",3.38598119527628e-45,-0.574970392723857,0.18,0.526,6.26034063194632e-41,"25","BTF3"
"HSP90AA1.22",4.0854779959244e-45,-0.742686955930112,0.091,0.444,7.55364026666461e-41,"25","HSP90AA1"
"OST4.18",4.66225958646304e-45,-0.485898583179202,0.135,0.482,8.62005174941151e-41,"25","OST4"
"SRP14.20",5.80170128995379e-44,-0.537771105995801,0.142,0.486,1.07267655149956e-39,"25","SRP14"
"TCEB2.22",6.57426713959086e-44,-0.519442619918543,0.104,0.45,1.21551625143895e-39,"25","TCEB2"
"H3F3B.21",7.97416277021017e-44,-0.577513992780454,0.211,0.544,1.47434295458416e-39,"25","H3F3B"
"COX7A2.21",8.71982493703965e-44,-0.533069988018221,0.089,0.433,1.61220843260926e-39,"25","COX7A2"
"EEF1B2.18",8.89130267517674e-44,-0.568114660188234,0.135,0.478,1.64391295161343e-39,"25","EEF1B2"
"H3F3A.22",1.94944427687683e-43,-0.472070807057318,0.091,0.438,3.60432752351757e-39,"25","H3F3A"
"HINT1.19",4.68709946077372e-43,-0.53896574673427,0.135,0.475,8.66597819302453e-39,"25","HINT1"
"MT-CYB.18",4.05024160147508e-42,-0.413470040629292,0.282,0.609,7.48849169696727e-38,"25","MT-CYB"
"OAZ1.22",5.20266861195144e-42,-0.565095480008534,0.193,0.51,9.61921399663702e-38,"25","OAZ1"
"HNRNPA1.19",9.25129073940483e-42,-0.577230540980418,0.152,0.484,1.71047114480856e-37,"25","HNRNPA1"
"ACTG1.21",1.55008822958017e-41,-0.576362319671653,0.129,0.461,2.86595812767078e-37,"25","ACTG1"
"SH3BGRL3.22",2.45299746848435e-41,-0.520339582176942,0.127,0.46,4.53534701948072e-37,"25","SH3BGRL3"
"DDX5.16",2.90082464029448e-41,-0.384146682942054,0.084,0.42,5.36333467744047e-37,"25","DDX5"
"COX6B1.21",3.94554025016914e-41,-0.487201974283353,0.099,0.432,7.29490936853772e-37,"25","COX6B1"
"MT-ND1.21",6.87475158614054e-41,-0.49361816546784,0.246,0.577,1.27107282076152e-36,"25","MT-ND1"
"HMGB1.20",7.10883169150979e-41,-0.546233714576531,0.117,0.448,1.31435189144324e-36,"25","HMGB1"
"MYL12A.16",2.04393596523229e-40,-0.40547220556568,0.102,0.43,3.77903320611798e-36,"25","MYL12A"
"NDUFA4.20",7.09401031236012e-40,-0.509060662535511,0.094,0.419,1.31161156665226e-35,"25","NDUFA4"
"HLA-E.16",7.5915538314267e-40,-0.415808727311423,0.147,0.469,1.40360238789248e-35,"25","HLA-E"
"NCL.20",1.01867664808837e-39,-0.687915545789368,0.099,0.423,1.88343125465059e-35,"25","NCL"
"MT-ND2.19",1.04356127930666e-39,-0.472555326679912,0.32,0.633,1.92944044931008e-35,"25","MT-ND2"
"SNRPD2.18",1.16853194735634e-39,-0.471743886802366,0.096,0.422,2.16049871746714e-35,"25","SNRPD2"
"IL32.17",1.2493547764179e-39,-0.601447316731944,0.17,0.485,2.30993204611906e-35,"25","IL32"
"CD52.14",2.15728811315322e-39,-0.398274314989146,0.129,0.458,3.98860999240899e-35,"25","CD52"
"CHCHD2.21",4.77479235746294e-38,-0.594932547628207,0.114,0.427,8.82811358971324e-34,"25","CHCHD2"
"LTB.17",6.82550099412812e-38,-0.572832052107983,0.145,0.46,1.26196687880435e-33,"25","LTB"
